Year,Make,Model,Color,Trans,4x4,Top,Odometer,Price
2017.0,HYUNDAI,SANTA SP 2.4,WHITE,A,AWD,HT,17833.0,18000.0
2017.0,HYUNDAI,SANTA SP 2.4,WHITE,A,AWD,HT,22015.0,17600.0
2018.0,HYUNDAI,SANTA SP 2.4,WHITE,A,AWD,HT,135573.0,12100.0
2012.0,HYUNDAI,SONAT LTD,BLUE,A,4X2,PN,92977.0,4800.0
2018.0,HYUNDAI,SONAT 2.4 SE,BLACK,A,4X2,HT,36938.0,13000.0
2018.0,HYUNDAI,SONAT 2.4SEL,WHITE,A,4X2,HT,38241.0,12400.0
2015.0,HYUNDAI,SONAT SE,GREY,A,4X2,HT,139142.0,3400.0
2016.0,HYUNDAI,SONAT 2.4 SE,WHITE,A,4X2,HT,95414.0,6900.0
2016.0,HYUNDAI,TUCSON LTD,BLACK,A,AWD,PN,39401.0,17800.0
2017.0,HYUNDAI,TUCSON SE,BROWN,A,AWD,HT,34455.0,14200.0
2017.0,HYUNDAI,TUCSON SE,WHITE,A,AWD,HT,47407.0,13900.0
2017.0,HYUNDAI,TUCSON SE,RED,A,AWD,HT,27439.0,15700.0
2017.0,HYUNDAI,TUCSON VAL,BLACK,A,AWD,PN,19790.0,19500.0
2017.0,HYUNDAI,TUCSON VAL,GREY,A,AWD,PN,34108.0,18900.0
2015.0,HYUNDAI,TUCSON GLS,BLACK,A,4X2,HT,50548.0,6400.0
2017.0,INFINITI,QX30 PRM,BLUE,A,AWD,PN,12643.0,20900.0
2017.0,INFINITI,QX50,GREY,A,AWD,SR,36425.0,20900.0
2017.0,INFINITI,QX50,WHITE,A,AWD,SR,32325.0,20400.0
2017.0,INFINITI,QX50,BLACK,A,AWD,SR,24435.0,21900.0
2017.0,INFINITI,QX60,GREY,A,AWD,SR,35226.0,24700.0
2017.0,INFINITI,QX60,SILVER,A,AWD,SR,34436.0,25500.0
2017.0,INFINITI,Q50 PRM,SILVER,A,AWD,SR,28746.0,23500.0
2017.0,INFINITI,Q50 PRM,BLACK,A,AWD,SR,49313.0,20100.0
2017.0,INFINITI,Q50 RED SPT,WHITE,A,AWD,SR,41959.0,29400.0
2017.0,INFINITI,Q50 SIGNAT,BROWN,A,AWD,SR,36267.0,21800.0
2017.0,INFINITI,Q50 SIGNAT,BLACK,A,AWD,SR,21836.0,23200.0
2017.0,INFINITI,Q50 SIGNAT,GREY,A,AWD,SR,22336.0,22600.0
2017.0,INFINITI,Q50 SIGNAT,BLACK,A,AWD,SR,23064.0,21800.0
2018.0,INFINITI,Q50 SPT,SILVER,A,AWD,SR,23747.0,28100.0
2017.0,INFINITI,Q50 PRM,GREY,A,AWD,SR,34395.0,19300.0
2017.0,INFINITI,Q50 PRM,BLACK,A,AWD,SR,12671.0,20600.0
2017.0,INFINITI,Q50 PRM,BLACK,A,AWD,SR,39602.0,17700.0
2017.0,INFINITI,Q60 PRM,WHITE,A,AWD,SR,41993.0,21100.0
2017.0,INFINITI,Q60 PRM,BLACK,A,AWD,SR,19970.0,26600.0
2017.0,INFINITI,Q60 PRM,BLACK,A,AWD,SR,27432.0,26400.0
2017.0,INFINITI,Q70,GREY,A,AWD,SR,26895.0,28600.0
2016.0,JEEP,CHER LTTD,BLUE,A,4X2,HT,55993.0,13400.0
2019.0,JEEP,CHER LTD,WHITE,A,4X4,PN,15048.0,23900.0
2019.0,JEEP,CHER LTD,RED,A,4X4,PN,2509.0,26500.0
2017.0,JEEP,CHER TRLHWK,TAN,A,4X4,HT,21680.0,22800.0
2019.0,JEEP,CHER TRLHWK,BLUE,A,4X4,HT,19069.0,24400.0
2019.0,JEEP,CHER TRLHWK,BLUE,A,4X4,HT,29807.0,23200.0
2017.0,JEEP,CHER LTTD,GREY,A,4X4,HT,53667.0,15400.0
2019.0,JEEP,CHER LAT,SILVER,A,4X4,HT,43016.0,17700.0
2019.0,JEEP,CHER LAT +,SILVER,A,4X4,HT,19462.0,19700.0
2017.0,JEEP,CHER LTD,BLACK,A,4X4,PN,41691.0,19200.0
2018.0,JEEP,CHER LTD,GREY,A,4X4,HT,6520.0,22700.0
2019.0,JEEP,COMP LTD,WHITE,A,4X2,HT,37333.0,14400.0
2020.0,JEEP,COMP SPT,BLUE,A,4X2,HT,5004.0,4100.0
2017.0,JEEP,COMP SPT,BLUE,A,4X2,HT,25433.0,12500.0
2016.0,JEEP,COMP SPT SE,BLACK,A,4X2,HT,81876.0,8300.0
2018.0,JEEP,COMPASS 4X4,GRAY,A,4X4,HT,31260.0,14000.0
2018.0,JEEP,COMP LAT,WHITE,A,4X4,HT,44978.0,16000.0
2018.0,JEEP,COMP LAT,RED,A,4X4,HT,31001.0,17000.0
2018.0,JEEP,COMP LAT,RED,A,4X4,SR,38719.0,16400.0
2018.0,JEEP,COMP LAT,BLUE,A,4X4,HT,17176.0,18100.0
2018.0,JEEP,COMP LAT,GREY,A,4X4,HT,20391.0,16500.0
2018.0,JEEP,COMP LAT,BLUE,A,4X4,HT,12773.0,17900.0
2018.0,JEEP,COMP LAT,GREY,A,4X4,HT,31085.0,16900.0
2018.0,JEEP,COMP LAT,WHITE,A,4X4,HT,26282.0,17000.0
2018.0,JEEP,COMP LAT,WHITE,A,4X4,HT,27989.0,16400.0
2018.0,JEEP,COMP LAT,BLACK,A,4X4,HT,27650.0,16200.0
2018.0,JEEP,COMP LTD,WHITE,A,4X4,PN,26788.0,18000.0
2018.0,JEEP,COMP LTD,BLACK,A,4X4,HT,4840.0,22300.0
2018.0,JEEP,COMP LTD,SILVER,A,4X4,PN,24964.0,18800.0
2019.0,JEEP,COMP LTD,GREY,A,4X4,HT,11739.0,20800.0
2017.0,JEEP,COMP HGH ALT,BLUE,A,4X4,SR,42277.0,13800.0
2017.0,JEEP,COMP HGH ALT,BLACK,A,4X4,SR,30015.0,11800.0
2017.0,JEEP,COMP HGH ALT,BLACK,A,4X4,SR,38585.0,14600.0
2017.0,JEEP,COMP LTTD,BLUE,A,4X4,PN,29355.0,15400.0
2017.0,JEEP,COMP LTTD,WHITE,A,4X4,HT,29366.0,16600.0
2017.0,JEEP,COMP LTD,SILVER,A,4X4,PN,43733.0,17700.0
2017.0,JEEP,COMP LTD,GREY,A,4X4,PN,23768.0,18100.0
2017.0,JEEP,COMP LTD,SILVER,A,4X4,PN,27708.0,20000.0
2016.0,JEEP,COMP SPT,GREY,A,4X4,HT,56034.0,10200.0
2017.0,JEEP,COMP TRLHWK,RED,A,4X4,SR,38385.0,19200.0
2017.0,JEEP,G CHER ALT,BLACK,A,4X4,HT,41412.0,26300.0
2017.0,JEEP,G CHER ALT,WHITE,A,4X4,SR,32779.0,27000.0
2017.0,JEEP,G CHER ALT,GREY,A,4X4,SR,49702.0,25300.0
2018.0,JEEP,G CHER ALT,RED,A,4X4,HT,21071.0,29400.0
2017.0,JEEP,G CHER LAR,GREY,A,4X4,HT,47673.0,17900.0
2018.0,JEEP,G CHER LAR E,BLACK,A,4X4,HT,19058.0,25000.0
2017.0,JEEP,G CHER LTD,WHITE,A,4X4,SR,40591.0,25900.0
2017.0,JEEP,G CHER LTD,RED,A,4X4,HT,29438.0,23800.0
2017.0,JEEP,G CHER LTD,GREY,A,4X4,SR,28771.0,27300.0
2017.0,JEEP,G CHER LTD,BLACK,A,4X4,SR,27540.0,25000.0
2017.0,JEEP,G CHER LTD,BROWN,A,4X4,SR,31842.0,25100.0
2017.0,JEEP,G CHER LTD,WHITE,A,4X4,HT,40619.0,23400.0
2017.0,JEEP,G CHER LTD,WHITE,A,4X4,PN,26009.0,24600.0
2018.0,JEEP,G CHER OVL,BLACK,A,4X4,SR,40890.0,29000.0
2017.0,JEEP,G CHER TRLHK,WHITE,A,4X4,PN,37034.0,28200.0
2017.0,JEEP,G CHER OVL,BLACK,A,4X4,SR,42206.0,28200.0
2017.0,JEEP,PATR HGH ALT,BLACK,A,4X2,SR,35044.0,12600.0
2017.0,JEEP,PATR SPT SE,SILVER,A,4X2,HT,76742.0,9600.0
2017.0,JEEP,PATR HGH ALT,GREY,A,4X4,SR,25724.0,15600.0
2012.0,JEEP,PATR LTTD,BLACK,A,4X4,HT,72990.0,8500.0
2018.0,JEEP,RENEG LAT,GREY,A,4X2,HT,41257.0,11900.0
2017.0,JEEP,RENEG DESHWK,TAN,A,4X4,HT,53214.0,16800.0
2017.0,JEEP,RENEG LTTD,GREY,A,4X4,HT,35241.0,15900.0
2017.0,JEEP,RENEG LTTD,ORANGE,A,4X4,HT,34851.0,15400.0
2017.0,JEEP,RENEG LTTD,SILVER,A,4X4,HT,28039.0,16000.0
2017.0,JEEP,RENEG LTTD,BLACK,A,4X4,HT,19561.0,16800.0
2017.0,JEEP,RENEG LTTD,BLACK,A,4X4,HT,28121.0,15600.0
2017.0,JEEP,RENEG LTTD,WHITE,A,4X4,HT,35106.0,15300.0
2017.0,JEEP,RENEG LTTD,BLACK,A,4X4,HT,29021.0,15700.0
2018.0,JEEP,RENEG LAT,SILVER,A,4X4,HT,9429.0,18000.0
2018.0,JEEP,RENEG LAT,GREY,A,4X4,HT,15929.0,17300.0
2016.0,JEEP,RENEG LTD,BLACK,A,4X4,HT,63810.0,14600.0
2016.0,JEEP,WRANG SAH,WHITE,6,4X4,HC,53519.0,28300.0
2019.0,KIA,FORTE EX,WHITE,A,4X2,HT,8794.0,14800.0
2015.0,KIA,FORTE LX,BLACK,A,4X2,HT,56124.0,4700.0
2015.0,KIA,FORTE LX,BLACK,A,4X2,HT,133212.0,3000.0
2017.0,KIA,FORTE LX,BLUE,A,4X2,HT,41957.0,9100.0
2017.0,KIA,FORTE LX,WHITE,A,4X2,HT,36696.0,10000.0
2017.0,KIA,FORTE LX,WHITE,A,4X2,HT,25017.0,11400.0
2017.0,KIA,FORTE LX,GREY,A,4X2,HT,44403.0,10200.0
2017.0,KIA,FORTE LX,BLACK,A,4X2,HT,24644.0,11600.0
2017.0,KIA,FORTE LX,BLACK,A,4X2,HT,19823.0,11600.0
2017.0,KIA,FORTE LX,BLUE,A,4X2,HT,51960.0,9400.0
2017.0,KIA,FORTE LX,GREY,A,4X2,HT,24650.0,11300.0
2018.0,KIA,FORTE LX,BLUE,A,4X2,HT,60209.0,7100.0
2018.0,KIA,FORTE LX,BLUE,A,4X2,HT,20131.0,11300.0
2018.0,KIA,FORTE LX,RED,A,4X2,HT,65658.0,3100.0
2019.0,KIA,FORTE LXS,GREY,A,4X2,HT,5396.0,14100.0
2017.0,KIA,NIRO LX HY,BLACK,A,4X2,HT,35482.0,13700.0
2017.0,KIA,OPTIMA,BLACK,A,4X2,HT,25867.0,13200.0
2013.0,KIA,OPTIM EX,BLACK,A,4X2,SR,109260.0,5300.0
2013.0,KIA,OPTIM EX,WHITE,A,4X2,SR,69321.0,4700.0
2014.0,KIA,OPTIM EX,BLACK,A,4X2,HT,97633.0,7600.0
2017.0,KIA,OPTIM EX,WHITE,A,4X2,PN,22555.0,17000.0
2017.0,KIA,OPTIM EX,BLUE,A,4X2,HT,18171.0,16400.0
2017.0,KIA,OPTIM EX,SILVER,A,4X2,SR,26748.0,16600.0
2018.0,KIA,OPTIM EX 2.4,WHITE,A,4X2,PN,32705.0,15600.0
2019.0,KIA,OPTIM EX,WHITE,A,4X2,PN,6465.0,19700.0
2014.0,KIA,OPTIM LX HY,WHITE,A,4X2,HT,105736.0,7400.0
2015.0,KIA,OPTIM LX,GREY,A,4X2,HT,32189.0,11500.0
2016.0,KIA,OPTIM LX,WHITE,A,4X2,HT,32344.0,12000.0
2016.0,KIA,OPTIM LX,WHITE,A,4X2,HT,25193.0,12300.0
2017.0,KIA,OPTIM LX,BLACK,A,4X2,HT,36338.0,12000.0
2017.0,KIA,OPTIM LX,GREY,A,4X2,HT,35270.0,12000.0
2018.0,KIA,OPTIM LX 2.4,BLACK,A,4X2,HT,21827.0,13600.0
2018.0,KIA,OPTIM LX 2.4,SILVER,A,4X2,HT,39507.0,12200.0
2018.0,KIA,OPTIM LX 2.4,GREY,A,4X2,HT,24689.0,13700.0
2018.0,KIA,OPTIM LX 2.4,BLUE,A,4X2,HT,26937.0,13300.0
2018.0,KIA,OPTIM LX 2.4,SILVER,A,4X2,HT,21932.0,13800.0
2019.0,KIA,OPTIM LX,WHITE,A,4X2,HT,39038.0,12500.0
2020.0,KIA,OPTIM LX,PURPLE,A,4X2,HT,36201.0,12500.0
2018.0,KIA,OPTIM S 2.4,BLUE,A,4X2,HT,37456.0,13000.0
2018.0,KIA,OPTIM SX 2.0,BLACK,A,4X2,SR,38254.0,18000.0
2019.0,KIA,RIO S,RED,A,4X2,HT,37660.0,6900.0
2017.0,KIA,SEDON LX,RED,A,4X2,HT,65076.0,14500.0
2011.0,KIA,SOREN EX,BLACK,A,AWD,HT,150825.0,4000.0
2011.0,KIA,SOREN EX,RED,A,AWD,SR,133397.0,3500.0
2018.0,KIA,SOREN EX,GREY,A,AWD,PN,39344.0,22300.0
2012.0,KIA,SOREN LX,TAN,A,AWD,HT,120088.0,3600.0
2017.0,KIA,SOREN LX,RED,A,AWD,HT,38397.0,18600.0
2017.0,KIA,SOREN LX,PUPRLE,A,AWD,HT,28960.0,18600.0
2017.0,KIA,SOREN LX,BLACK,A,AWD,HT,23970.0,18000.0
2017.0,KIA,SOREN LX,BLACK,A,AWD,HT,15450.0,20900.0
2018.0,KIA,SOREN LX,BLUE,A,AWD,HT,28345.0,18600.0
2018.0,KIA,SOREN LX,SILVER,A,AWD,HT,33729.0,19400.0
2017.0,KIA,SOREN SX,GREY,A,AWD,SR,58552.0,20800.0
2017.0,KIA,SOREN SX,WHITE,A,AWD,SR,35898.0,25300.0
2017.0,KIA,SOREN SX,GREY,A,AWD,SR,31353.0,24800.0
2017.0,KIA,SOREN LX,GREY,A,AWD,HT,75490.0,11900.0
2017.0,KIA,SOREN LX,WHITE,A,AWD,HT,26437.0,17200.0
2017.0,KIA,SOREN LX,PUPRLE,A,AWD,HT,40599.0,14700.0
2017.0,KIA,SOREN LX,GREY,A,AWD,HT,25263.0,16600.0
2017.0,KIA,SOREN LX,RED,A,AWD,HT,29568.0,16600.0
2017.0,KIA,SOREN LX,BLACK,A,AWD,HT,43195.0,16000.0
2017.0,KIA,SOREN LX,GREY,A,AWD,HT,41322.0,15600.0
2018.0,KIA,SOREN LX,RED,A,AWD,HT,23189.0,18000.0
2018.0,KIA,SOREN LX,WHITE,A,AWD,HT,47269.0,17300.0
2018.0,KIA,SOREN LX,BLUE,A,AWD,HT,33102.0,18100.0
2016.0,KIA,SOREN LX,GREY,A,4X2,HT,68308.0,11600.0
2016.0,KIA,SOREN LX,PUPRLE,A,4X2,HT,34958.0,11700.0
2017.0,KIA,SOREN LX,WHITE,A,4X2,HT,54351.0,13600.0
2017.0,KIA,SOREN LX,RED,A,4X2,HT,52506.0,12900.0
2017.0,KIA,SOREN LX,GREY,A,4X2,HT,26101.0,15700.0
2011.0,KIA,SOUL +,SILVER,A,4X2,HT,118588.0,4800.0
2018.0,KIA,SOUL +,GREEN,A,4X2,HT,42801.0,11800.0
2013.0,KIA,SOUL,SILVER,A,4X2,HT,138171.0,4200.0
2016.0,KIA,SOUL,SILVER,A,4X2,HT,32957.0,11000.0
2017.0,KIA,SPORT EX,BLACK,A,AWD,SR,88341.0,14900.0
2017.0,KIA,SPORT EX,SILVER,A,AWD,PN,23982.0,18400.0
2018.0,KIA,SPORT EX,SILVER,A,AWD,HT,30060.0,17800.0
2019.0,KIA,SPORT EX,RED,A,AWD,SR,25736.0,20800.0
2017.0,KIA,SPORT LX,WHITE,A,AWD,HT,29729.0,15100.0
2017.0,KIA,SPORT LX,BLACK,A,AWD,HT,27685.0,14600.0
2018.0,KIA,SPORT LX,RED,A,AWD,HT,25132.0,16200.0
2020.0,KIA,SPORT LX,BLACK,A,AWD,HT,21244.0,14300.0
2016.0,KIA,SPORT LX,SILVER,A,4X2,HT,62682.0,8500.0
2017.0,KIA,SPORT LX,BLACK,A,4X2,HT,30650.0,13300.0
2017.0,LAND ROVER,RANG R HSE,SILVER,A,4X4,PN,18431.0,60000.0
2019.0,LANDROVER,DISC HSE,WHITE,A,4X4,SR,10189.0,48750.0
2019.0,LEXUS,ES 350 LUX,GREY,A,4X2,PN,5413.0,38300.0
2013.0,LEXUS,GS 350,GREY,A,AWD,SR,111017.0,14100.0
2013.0,LEXUS,LX 570,SILVER,A,4X4,SR,77685.0,33800.0
2017.0,LEXUS,NX TURBO,WHITE,A,AWD,SR,21474.0,28100.0
2017.0,LEXUS,NX F SPORT,BLACK,A,AWD,SR,41810.0,26400.0
2017.0,LEXUS,RX 350,GREY,A,AWD,SR,21853.0,32400.0
2017.0,LEXUS,RX 350,WHITE,A,AWD,SR,28825.0,33200.0
2015.0,LINCOLN,MKC,SILVER,A,AWD,HT,43434.0,16200.0
2017.0,LINCOLN,MKC RES,GOLD,A,AWD,PN,29115.0,22800.0
2017.0,LINCOLN,MKC SEL,BLACK,A,4X2,HT,25210.0,20300.0
2015.0,LINCOLN,MKS,WHITE,A,4X2,HT,39878.0,15900.0
2018.0,LINCOLN,MKX RES,WHITE,A,AWD,PN,21739.0,31200.0
2017.0,LINCOLN,MKZ RES,BLACK,A,AWD,SR,45243.0,7000.0
2017.0,LINCOLN,MKZ SEL,GREEN,A,AWD,SR,45335.0,17200.0
2019.0,LINCOLN,MKZ HY,BLACK,A,4X2,HT,4815.0,23900.0
2017.0,LINCOLN,MKZ SEL,RED,A,4X2,SR,17319.0,18900.0
2019.0,LINCOLN,NAUT RES,GREY,A,AWD,PN,13601.0,41800.0
2019.0,LINCOLN,NAUT,WHITE,A,4X2,HT,10235.0,30500.0
2016.0,MAZDA,CX-5 TRG,BLUE,A,AWD,SR,91405.0,11800.0
2018.0,MAZDA,CX-5 TRG,SILVER,A,4X2,HT,83672.0,13100.0
2019.0,MAZDA,CX-5 TRG,SILVER,A,4X2,HT,28154.0,18200.0
2018.0,MAZDA,MAZDA3 TRG,BLACK,A,4X2,HT,59801.0,10800.0
2018.0,MERCEDES,CLA250C,ARC WHT,A,4X2,HT,20906.0,24500.0
2018.0,MERCEDES,CLA250C,POL SIL,A,4X2,PN,17821.0,15000.0
2018.0,MERCEDES,CLA250C4,MNT GRY,A,AWD,PN,20958.0,24750.0
2020.0,MERCEDES,CLS 450C4,PLR WHT,A,AWD,SR,2522.0,70250.0
2017.0,MERCEDES,C300C4,IRI SIL,A,AWD,SR,43335.0,27250.0
2018.0,MERCEDES,C300W4,PLR WHT,A,AWD,PN,24682.0,27500.0
2017.0,MERCEDES,C300W4,BLACK,A,AWD,PN,41170.0,23250.0
2017.0,MERCEDES,C300W4,GREY,A,AWD,PN,24617.0,25500.0
2017.0,MERCEDES,C300W4,BLACK,A,AWD,PN,39188.0,22000.0
2017.0,MERCEDES,C300W4,BLACK,A,AWD,PN,52172.0,20250.0
2017.0,MERCEDES,C300W4,LUN BLU,A,AWD,PN,23472.0,25000.0
2017.0,MERCEDES,C300W4,GREY,A,AWD,PN,35982.0,24000.0
2017.0,MERCEDES,C300W4,PLR WHT,A,AWD,PN,38284.0,23000.0
2017.0,MERCEDES,E300W4,IRI SIL,A,AWD,SR,27692.0,31750.0
2017.0,MERCEDES,E300W4,BLACK,A,AWD,SR,21026.0,32750.0
2018.0,MERCEDES,E400C,BLACK,A,4X2,SR,22583.0,44750.0
2015.0,MERCEDES,E400W4,PLR WHT,A,AWD,PN,62817.0,19500.0
2018.0,MERCEDES,GLA250W4,NIT BLK,A,AWD,PN,31443.0,24000.0
2018.0,MERCEDES,GLA250W4,MNT GRY,A,AWD,SR,17051.0,25750.0
2018.0,MERCEDES,GLA250W4,NIT BLK,A,AWD,HT,34841.0,24000.0
2017.0,MERCEDES,GLA250W4,ARC WHT,A,AWD,PN,51740.0,18750.0
2017.0,MERCEDES,GLA250W4,NIT BLK,A,AWD,PN,36098.0,23750.0
2017.0,MERCEDES,GLC300W4,PLR WHT,A,AWD,HT,33105.0,26250.0
2017.0,MERCEDES,GLC300W4,LUN BLU,A,AWD,PN,27972.0,29000.0
2017.0,MERCEDES,GLC300W4,GREY,A,AWD,PN,32708.0,29250.0
2017.0,MERCEDES,GLC300W4,IRI SIL,A,AWD,HT,34577.0,27000.0
2017.0,MERCEDES,GLC300W4,PLR WHT,A,AWD,PN,35265.0,29000.0
2017.0,MERCEDES,GLC300W4,IRI SIL,A,AWD,PN,22453.0,31750.0
2018.0,MERCEDES,GLE350W4,GREY,A,AWD,SR,31667.0,36000.0
2018.0,MERCEDES,GLE350W4,BLACK,A,AWD,SR,77963.0,26250.0
2017.0,MERCEDES,GLE350W4,GREY,A,AWD,SR,42408.0,28500.0
2017.0,MERCEDES,GLE350W4,BLACK,A,AWD,SR,41704.0,29250.0
2017.0,MERCEDES,GLE350W4,IRI SIL,A,AWD,SR,62881.0,28500.0
2017.0,MERCEDES,GLE350W4,GREY,A,AWD,SR,43314.0,29750.0
2017.0,MERCEDES,GLE350W4,BLACK,A,AWD,SR,25971.0,31000.0
2017.0,MERCEDES,GLS450W4,GREY,A,AWD,SR,59035.0,32250.0
2017.0,MERCEDES,GLS450W4,BLACK,A,AWD,PN,60147.0,34000.0
2017.0,MERCEDES,GLS450W4,GREY,A,AWD,PN,31519.0,38250.0
2017.0,MERCEDES,GLS450W4,LUN BLU,A,AWD,SR,23424.0,39250.0
2017.0,MERCEDES,GLS450W4,IRI SIL,A,AWD,PN,28806.0,42250.0
2017.0,MERCEDES,GLS450W4,BLACK,A,AWD,SR,28997.0,36250.0
2017.0,MERCEDES,GLS550W4,PLR WHT,A,AWD,SR,54848.0,47000.0
2017.0,MERCEDES,GLS550W4,PAL SIL,A,AWD,SR,41255.0,51750.0
2015.0,MERCEDES,ML350W4,IRI SIL,A,AWD,PN,89266.0,17250.0
2019.0,MITSUBISHI,ECLIP ES,BLACK,A,4X4,HT,12879.0,12000.0
2019.0,MITSUBISHI,MIRAGE G4 RF,RED,A,4X2,HT,12252.0,10400.0
2018.0,MITSUBISHI,OUTLAND ES,WHITE,A,4X2,HT,66962.0,10900.0
2019.0,MITSUBISHI,OUTLAND LE,SILVER,A,4X2,HT,38412.0,15000.0
2019.0,MITSUBISHI,OUTLA SPT ES,BLACK,A,4X2,HT,34923.0,8750.0
2015.0,MITSUBISHI,OUTLA SPT ES,WHITE,A,4X4,HT,73955.0,10500.0
2016.0,MITSUBISHI,OUTLA SPT ES,GRAY,A,4X4,HT,80191.0,10200.0
2013.0,MITSUBISHI,OUTLAND SE,SILVER,A,4X4,HT,108854.0,4200.0
2019.0,MITSUBISHI,OUTLAND SEL,BLACK,A,4X4,HT,29409.0,15900.0
2019.0,MITSUBISHI,OUTLAND SEL,RED,A,4X4,HT,32320.0,16200.0
2019.0,NISSAN,ALT 2.5 SV,GREY,A,4X2,SR,19109.0,17900.0
2017.0,NISSAN,ALTIMA SEDAN,WHITE,A,4X2,HT,53523.0,11500.0
2017.0,NISSAN,ALTIMA SEDAN,BLACK,A,4X2,SR,44163.0,11900.0
2020.0,NISSAN,ALTIMA 2.5 P,GREY,A,AWD,SR,11212.0,23100.0
2020.0,NISSAN,ALTIMA 2.5 S,SILVER,A,4X2,HT,7118.0,15900.0
2020.0,NISSAN,ALTIMA 2.5 S,GREY,A,4X2,HT,6196.0,17900.0
2013.0,NISSAN,ALT,SILVER,A,4X2,HT,49983.0,9000.0
2015.0,NISSAN,ALT 2.5 S,GREY,A,4X2,HT,81529.0,5900.0
2018.0,NISSAN,ALT 2.5 S,BLACK,A,4X2,HT,15640.0,14700.0
2018.0,NISSAN,ALT 2.5 S,GREY,A,4X2,HT,74491.0,9500.0
2018.0,NISSAN,ALT 2.5 SR,GREY,A,4X2,HT,73139.0,12400.0
2017.0,NISSAN,ARMAD PLAT,BLACK,A,AWD,SR,47708.0,34250.0
2017.0,NISSAN,FRONTIER SV,RED,A,4X4,HT,42566.0,21100.0
2018.0,NISSAN,FRONT S,SILVER,A,4X2,HT,61449.0,15100.0
2019.0,NISSAN,KICKS SR,GREY,A,4X2,HT,14517.0,16700.0
2019.0,NISSAN,KICKS SV,GREY,A,4X2,HT,17375.0,14600.0
2019.0,NISSAN,KICKS SV,WHITE,A,4X2,HT,9215.0,15600.0
2017.0,NISSAN,MAX PLAT,BLUE,A,4X2,MR,51268.0,16800.0
2017.0,NISSAN,MAXIMA 3.5 P,WHITE,A,4X2,PN,23525.0,22400.0
2017.0,NISSAN,MAXIMA 3.5 S,RED,A,4X2,HT,43892.0,16500.0
2017.0,NISSAN,MAXIMA 3.5 S,WHITE,A,4X2,MR,2315.0,23400.0
2017.0,NISSAN,MAXIMA 3.5 S,RED,A,4X2,HT,33150.0,21900.0
2017.0,NISSAN,MAXIMA 3.5 S,WHITE,A,4X2,HT,39118.0,17200.0
2014.0,NISSAN,MURANO S,BLACK,A,AWD,HT,86239.0,10500.0
2019.0,NISSAN,MURANO PLATI,BLACK,A,AWD,SR,17983.0,29200.0
2019.0,NISSAN,MURANO PLATI,BLUE,A,AWD,PN,27972.0,26000.0
2019.0,NISSAN,MURANO S AWD,RED,A,AWD,HT,21649.0,21100.0
2019.0,NISSAN,MURANO S FWD,RED,A,4X2,HT,13132.0,20900.0
2020.0,NISSAN,PATHF SL,SILVER,A,4X2,HT,24239.0,22800.0
2014.0,NISSAN,PATHF SL,BLUE,A,4X4,SR,65298.0,13600.0
2017.0,NISSAN,PATHFINDER P,SILVER,A,4X4,SR,42565.0,21300.0
2017.0,NISSAN,PATHFINDER S,BLACK,A,4X4,HT,49478.0,15700.0
2017.0,NISSAN,PATHFINDER S,GREY,A,4X4,HT,25455.0,18500.0
2017.0,NISSAN,PATHFINDER S,BLACK,A,4X4,HT,41833.0,15500.0
2017.0,NISSAN,PATHFINDER S,BLACK,A,4X4,MR,48354.0,20000.0
2017.0,NISSAN,PATHFINDER S,BLACK,A,4X4,MR,34060.0,23800.0
2017.0,NISSAN,PATHFINDER S,WHITE,A,4X4,MR,25782.0,22300.0
2017.0,NISSAN,PATHFINDER S,BLACK,A,4X4,SR,59659.0,20500.0
2017.0,NISSAN,PATHFINDER S,BLUE,A,4X4,HT,29173.0,19600.0
2017.0,NISSAN,PATHFINDER S,GREY,A,4X4,HT,34781.0,18300.0
2013.0,NISSAN,ROGUE S,BLUE,A,AWD,HT,124128.0,3200.0
2016.0,NISSAN,ROGUE S,BLACK,A,AWD,HT,28866.0,9800.0
2017.0,NISSAN,ROGUE SV,GREY,A,AWD,HT,23892.0,15900.0
2017.0,NISSAN,ROGUE SV,BLACK,A,AWD,HT,38017.0,15600.0
2016.0,NISSAN,ROGUE S,WHITE,A,4X2,HT,62376.0,10100.0
2017.0,NISSAN,ROGUE SV,GREY,A,4X2,HT,36016.0,15000.0
2019.0,NISSAN,ROGUE SV,GRAY,A,4X2,HT,37195.0,14100.0
2017.0,NISSAN,ROGUE S AWD,SILVER,A,AWD,HT,51186.0,12500.0
2017.0,NISSAN,ROGUE S AWD,SILVER,A,AWD,HT,34602.0,13900.0
2017.0,NISSAN,ROGUE S AWD,SILVER,A,AWD,HT,34081.0,14000.0
2017.0,NISSAN,ROGUE S AWD,RED,A,AWD,HT,21101.0,14500.0
2017.0,NISSAN,ROGUE S AWD,WHITE,A,AWD,HT,36115.0,12900.0
2017.0,NISSAN,ROGUE S AWD,BLACK,A,AWD,HT,35634.0,12200.0
2017.0,NISSAN,ROGUE S AWD,GREY,A,AWD,HT,45904.0,13100.0
2017.0,NISSAN,ROGUE S AWD,SILVER,A,AWD,HT,18449.0,14300.0
2017.0,NISSAN,ROGUE S AWD,BLACK,A,AWD,HT,27731.0,12500.0
2017.0,NISSAN,ROGUE S AWD,RED,A,AWD,HT,31679.0,12500.0
2017.0,NISSAN,ROGUE S AWD,BLUE,A,AWD,HT,34123.0,13500.0
